countries,year,carriers,AL,GR,ME,BA,HR,RS,BE,FR,LU,NL,BG,MK,RO,CH,DE,IT,CZ,PL,SK,DK,SE,EE,LV,ES,PT,FI,GB,IE,HU,AT,SI,LT,NO
AL,2040,elec,0.0,4.052113706675328,7.84047422655608,0.0,0.0,4.311272097986064,0.0,0.0,0.0,0.0,0.0,2.6107037438001157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GR,2040,elec,7.02559566244282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.737278316703036,12.60391210286664,0.0,0.0,0.0,31.11253756339995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2040,elec,2.3739112471603754,0.0,0.0,10.332616193220947,0.0,2.63685280606619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA,2040,elec,0.0,0.0,3.868530045055319,0.0,24.467159426064015,3.4627874672354904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR,2040,elec,0.0,0.0,0.0,6.530688339037518,0.0,2.5550702169753374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17406315055877,0.0,25.834471029971297,0.0,0.0
RS,2040,elec,2.148893665357343,0.0,4.1339499920540135,7.950629906949718,7.642966254914486,0.0,0.0,0.0,0.0,0.0,0.9774871744032567,3.9252757783596857,2.7921059357649085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.892673461699289,0.0,0.0,0.0,0.0
BE,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67196599282509,11.79826821732928,23.9360404320499,0.0,0.0,0.0,0.0,2.4958739521260576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03382266129313,0.0,0.0,0.0,0.0,0.0,0.0
FR,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,50.75890898560617,0.0,0.0,0.0,0.0,0.0,0.0,88.6487200131044,62.17753263070658,41.01960593187948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.6604555336271,0.0,0.0,56.966054310655025,20.559535445729917,0.0,0.0,0.0,0.0,0.0
LU,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,2.087788812834834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.985865456084774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,19.62557982722934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.18874776576584,0.0,0.0,0.0,0.0,0.5872664245289136,0.0,0.0,0.0,0.0,0.0,0.0,16.227461264566827,0.0,0.0,0.0,0.0,0.0,3.5895754505041744
BG,2040,elec,0.0,5.487062147520929,0.0,0.0,0.0,5.878627439218615,0.0,0.0,0.0,0.0,0.0,4.219771400333213,10.117581145905275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK,2040,elec,2.879698183129998,9.796473495997287,0.0,0.0,0.0,12.073225073011814,0.0,0.0,0.0,0.0,1.9551006216391837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2040,elec,0.0,0.0,0.0,0.0,0.0,16.113810859462546,0.0,0.0,0.0,0.0,6.752481147270388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.08985697542351,0.0,0.0,0.0,0.0
CH,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.618790440230725,0.0,0.0,0.0,0.0,0.0,0.0,76.96515949996831,50.49084599672774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68554172442388,0.0,0.0,0.0
DE,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,1.3403830618674837,10.084499018075373,3.2956613853314023,18.19535264542494,0.0,0.0,0.0,24.435155312958436,0.0,0.0,18.240760081827624,15.910544542919942,0.0,2.8971857429118417,29.376293645035823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.797088809714964,0.0,0.0,7.085381986698602
IT,2040,elec,0.0,17.8196781000702,0.0,0.0,0.0,0.0,0.0,10.512967621737236,0.0,0.0,0.0,0.0,0.0,23.8699627660528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7157511123038671,6.0693617817498815,0.0,0.0
CZ,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.011318664266002,0.0,0.0,11.673033200450211,6.3809702507029655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168681538348558,0.0,0.0,0.0
PL,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62007721317935,0.0,18.76358042002543,0.0,12.225782106868689,0.0,5.555370605412263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56839751782043,0.0
SK,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.853457359307157,11.29739536405254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.700117467596382,0.0,0.0,0.0,0.0
DK,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7868560147941963,0.0,0.0,0.0,0.0,6.633940301328757,0.0,0.0,0.0,0.0,0.0,0.5221786770053913,0.0,0.0,0.0,0.0,0.0,6.397480961874675,0.0,0.0,0.0,0.0,0.0,7.799339838696511
SE,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.4146676414247,0.0,0.0,16.486928799800268,0.0,0.703933182947812,0.0,0.0,0.0,0.0,0.0,0.22157313263921796,0.0,0.0,0.0,0.0,0.0,2.771298799757555,25.61005403585164
EE,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.21394445958548,0.0,0.0,0.5175543476197959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.826651522158917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.057082224475806,0.0
ES,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.47413416881187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.542574573226933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.803811172300314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7277934929780117,1.620158329905401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,68.50110371147119,78.19506700140275,0.0,68.31851112648971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.224938057615036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.831843909290479,0.0,0.0,0.0,0.0,13.127597171613703
IE,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.49460568524119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.992822257003132,0.0,0.0,0.0,0.0,0.0,0.0
HU,2040,elec,0.0,0.0,0.0,0.0,5.4314129930313655,3.357256439770153,0.0,0.0,0.0,0.0,0.0,0.0,5.803330172858399,0.0,0.0,0.0,0.0,0.0,30.543907666687645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.229207397742876,0.0,0.0,0.0
AT,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.140964362743379,31.156467084955395,2.587082339000111,15.48577352025373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5537377279700575,0.0,14.599459363025286,0.0,0.0
SI,2040,elec,0.0,0.0,0.0,0.0,7.212599232435668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.646076740223844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.85542135969415,0.0,0.0,0.0
LT,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.349582523445726,0.0,0.0,0.9960136885919071,0.0,7.106194584398907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,2040,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.348640259269839,0.0,0.0,0.0,0.0,25.02696781732459,0.0,0.0,0.0,0.0,10.485523825861698,27.56774924344533,0.0,0.0,0.0,0.0,0.0,14.824943101905948,0.0,0.0,0.0,0.0,0.0,0.0
AL,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GR,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31207424263948114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6096487044956524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.264138115825677,0.0,0.0
CH,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.067640179806082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34410417377073393,0.0,0.0,4.583247299436765,12.822555483083605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03822998653899,0.0,0.0,0.0
HU,2030,h2,0.0,0.0,0.0,0.0,0.0,4.37264151727241,0.0,0.0,0.0,0.0,0.0,0.0,8.384954188856021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI,2030,h2,0.0,0.0,0.0,0.0,1.240976324515556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.07259118247718,0.0,0.0,0.0,0.0
BA,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR,2030,h2,0.0,0.0,0.0,1.6394367750523484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.351561519222887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,22.85294704095533,0.0,0.0,88.86623519732223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.824504337955716
LU,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.66093324058238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10071024763167849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.870127797842266,0.0
DK,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.49749213500997,0.0,0.0,0.0,0.0,0.0,2.6925196634200748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3329229423749026
SE,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3930074807575088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EE,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.370520616550223,0.0,0.0,0.0,0.0,0.0,0.0
LT,2030,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2035,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5098048328452136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GR,2035,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11671530287910405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2035,h2,0.1873961333540217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20342052350631035,0.0,0.0,0.0
ME,2035,h2,0.0,0.0,0.0,0.6804303605051031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK,2035,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,2035,h2,0.0,0.0,0.0,0.7788877238154548,0.0,0.0,0.0,0.0,0.0,0.0,0.10044790521813622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6200646002225165,0.0,0.0,0.0,0.0
AT,2035,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3283882650668485,3.3135518900787537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8582953116030025,0.0,0.0
CH,2035,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.599084776062877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ,2035,h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0272038104345143,0.0,0.0,0.0,3.105640187304326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
